date,open,high,low,close,volume
20100114,24400,25500,24300,25450,11505860
20100115,25850,26700,25700,26100,11798734
20100118,25450,26100,25450,25900,6947223
20100119,26100,26200,25350,25600,6095082
20100120,25850,26100,25250,25400,5997062
20100121,25300,26200,24750,25950,8321162
20100122,25500,26250,25250,26100,10560982
20100125,25850,26350,25650,26050,7098150
20100126,25900,25950,23550,23600,18901657
20100127,23800,24200,22350,23250,20559203
20100128,23700,24300,23250,23600,10080020
20100129,23000,23350,22200,22750,10273997
20100201,22200,23250,21750,23100,14926334
20100202,23600,23800,22000,22000,11667143
20100203,22350,22400,21050,21300,14618448
20100204,21250,22200,21250,21750,9855737
20100205,20900,21350,20750,21300,7305491
20100208,21550,22100,21400,21700,5663174
20100209,21850,22900,21700,22650,7285894
20100210,23000,23000,22300,22700,6809098
20100211,22600,22900,21600,21950,11508085
20100212,21650,22150,21400,21600,7584876
20100216,21550,21800,21150,21300,5951014
20100217,21750,22400,21700,22350,7825290
20100218,22550,22600,22000,22150,3744025
20100219,21850,22200,21400,21400,5772700
20100222,21850,22200,21600,22150,5334169
20100223,22100,22800,22000,22650,6352083
20100224,22500,22850,22100,22200,6219693
20100225,22450,22500,21500,21700,5013379
20100226,21700,21800,20600,21000,9627909
20100302,21500,21800,21400,21450,5342772
20100303,21400,22050,21200,21850,5830081
20100304,21950,22600,21900,22200,5393075
20100305,22300,22650,22100,22500,4380159
20100308,22900,22950,22100,22350,6137729
20100309,22350,22500,21800,21850,5881404
20100310,21950,22600,21900,22550,6443315
20100311,22850,23400,22700,23150,10673528
20100312,23350,23400,22850,23250,3048202
20100315,23450,23800,23350,23500,5574407
20100316,24100,24300,23400,23600,51719403
20100317,23900,24150,23750,24150,7589609
20100318,24100,24350,23900,23950,5576105
20100319,24100,24500,23800,24350,5746615
20100322,24500,24800,24300,24700,5270773
20100323,24950,25100,24600,24950,4994007
20100324,25250,25700,25050,25200,6668569
20100325,25300,25500,24800,25250,4660575
20100326,25050,25350,24850,25200,3420724
20100329,24950,26050,24900,25900,6923592
20100330,26450,26800,26300,26400,8121899
20100331,26450,27100,26050,26700,7730622
20100401,27050,28300,26900,28300,11909995
20100402,28500,29300,28050,28150,12390690
20100405,28500,29100,28050,29100,8512243
20100406,29350,29400,28100,28350,11484726
20100407,28150,28200,27250,27350,16311161
20100408,27500,28150,27450,28150,10036161
20100409,28100,28450,27650,28000,7184815
20100412,28400,28450,26900,26900,9780882
20100413,27200,27800,26800,27700,7382940
20100414,28100,28350,27650,27900,6745613
20100415,28150,28200,27200,27700,6822526
20100416,27550,27850,27150,27500,4531892
20100419,27100,27250,26500,26650,6493712
20100420,27000,27100,26800,27000,3663343
20100421,27500,28600,27450,28550,10560938
20100422,28250,28900,28000,28700,9828901
20100423,29050,29150,28350,28500,6109366
20100426,28500,28800,28300,28500,6125001
20100427,28250,28400,27300,27500,11259240
20100428,26750,27450,26700,27450,9108923
20100429,27700,27900,27200,27700,6801366
20100430,27900,28600,27850,28400,8909526
20100503,28150,28300,27250,27600,9256409
20100504,27850,27950,26550,27050,12653329
20100506,26200,26550,25900,26350,8103816
20100507,25500,26850,25350,26350,11481461
20100510,26900,27150,26650,26900,7587954
20100511,27300,27350,26150,26600,7660117
20100512,26550,26550,25550,25700,13097424
20100513,26400,26900,26300,26850,11337817
20100514,26700,27150,26500,26600,7925968
20100517,26050,26100,25000,25050,12635451
20100518,24800,24950,23550,24150,20058192
20100519,23600,24650,23100,24500,19703600
20100520,24400,24850,23550,23750,10081791
20100524,23750,24350,23650,24100,11541283
20100525,23850,23950,22600,23800,12293259
20100526,24150,24700,23650,24700,13150843
20100527,24350,25650,24350,25650,13430941
20100528,26100,26350,25600,25700,12826585
20100531,25600,25750,24900,25150,12706998
20100601,25050,25500,24400,24600,11633564
20100603,25100,25300,24750,24900,8011807
20100604,25200,26500,24950,26400,15988869
20100607,25900,26750,25800,26650,13874493
20100608,26450,26900,26000,26450,10889286
20100609,26450,26450,25200,25250,14761328
20100610,25450,25950,25300,25900,9271702
20100611,26450,26650,25700,25800,8762686
20100614,25900,26350,25750,26000,5686833
20100615,26200,27200,26200,27100,13402214
20100616,27450,27650,27200,27300,8415214
20100617,27800,28250,27550,28200,10848104
20100618,28200,28350,27800,28150,12940850
20100621,28550,28750,27850,28250,8050689
20100622,27950,28250,27200,27200,11557147
20100623,27050,27650,26900,27050,6595503
20100624,27050,27450,27050,27150,5203161
20100625,26800,26900,26350,26450,9787032
20100628,26500,26600,25850,26050,10143372
20100629,26250,26750,25600,25600,10326061
20100630,24950,25200,24750,25050,13952014
20100701,25100,25600,24550,25500,12695993
20100702,25450,25950,25150,25300,8237987
20100705,25300,25450,24650,24750,7736756
20100706,24650,25850,24250,25850,9753797
20100707,26050,26100,25150,25150,8243930
20100708,25700,26100,25300,25350,7219081
20100709,25700,25900,24950,25700,8171473
20100712,25900,26250,25700,25900,6412277
20100713,25750,25900,24800,24900,16803984
20100714,25300,25800,25050,25750,17890263
20100715,25600,25750,25100,25150,7695339
20100716,24550,24650,23500,23500,26408695
20100719,23700,24100,23500,23700,10915618
20100720,23850,24050,23550,23850,6009885
20100721,24250,24350,23500,23600,7489851
20100722,23850,24000,22250,22600,21388196
20100723,23000,23400,22800,23250,12343729
20100726,23300,24150,23300,23950,9656787
20100727,24200,24200,23500,23500,37144652
20100728,23700,23850,22700,23100,13310872
20100729,22900,23250,22300,22350,12478780
20100730,22250,22850,22150,22500,8930756
20100802,22550,22650,21500,21600,18732935
20100803,21950,22400,21800,21950,14346069
20100804,22000,22250,21400,21600,11434849
20100805,22000,22400,21700,21900,11637399
20100806,22100,22900,22050,22850,14508311
20100809,22900,23100,22600,22700,6486022
20100810,22850,23250,22600,22600,7329207
20100811,22000,22100,21200,21200,18929287
20100812,20600,21500,20200,21200,13041798
20100813,21500,21800,21300,21650,7460749
20100816,21550,22150,21200,22100,7543971
20100817,21900,22250,21700,22100,5851598
20100818,22250,22300,21500,21700,7017763
20100819,22150,22650,22000,22500,9857803
20100820,22250,22450,21950,22000,6506966
20100823,22000,22350,21300,21400,8185249
20100824,21300,22050,21050,21950,7212879
20100825,21700,22150,21550,22050,7298041
20100826,22400,23000,22050,22600,15405418
20100827,22500,22700,22250,22550,6317557
20100830,22900,22950,22350,22500,7788047
20100831,22100,22200,21000,21100,18006565
20100901,21250,21350,20500,20850,17891433
20100902,21300,21400,20900,21100,12935639
20100903,21300,21950,21300,21800,13682222
20100906,22200,22450,21750,21850,9768969
20100907,21750,21950,21300,21500,7147421
20100908,21100,21200,20500,20750,16624161
20100909,20800,21050,20100,20300,15189733
20100910,20500,20800,20350,20650,8103091
20100913,20650,21000,20400,20500,9030044
20100914,21100,21250,20300,20450,11749312
20100915,20700,21000,20350,21000,9591589
20100916,20900,21300,20800,21100,9047633
20100917,21400,22500,21350,22500,24186132
20100920,22600,22650,22000,22100,10471186
20100924,21700,21750,21050,21100,15723927
20100927,21550,21800,21100,21200,11332593
20100928,21250,21650,21100,21350,6960963
20100929,21500,22200,21500,21850,12752750
20100930,22050,22300,21750,22150,7530575
20101001,22100,22450,21900,22450,8945751
20101004,22600,22950,22450,22500,10634669
20101005,22350,22750,22000,22750,8459372
20101006,23300,23600,23100,23400,15727497
20101007,23250,23500,22950,23200,9521740
20101008,23200,23700,23150,23500,7573508
20101011,23750,23800,22250,22350,14794038
20101012,22450,23000,22400,22600,8463492
20101013,23000,23500,22950,23400,11261698
20101014,23600,23800,23050,23350,10001339
20101015,23200,23650,23050,23600,6311478
20101018,23700,23700,22800,22900,10138166
20101019,22900,23350,22600,22850,10535814
20101020,22850,23950,22700,23900,14952331
20101021,24000,24400,23750,23750,13108254
20101022,24000,24400,23900,24200,7903928
20101025,24400,24400,23750,24300,8245692
20101026,24100,24250,23400,23700,10858815
20101027,23500,23600,22900,22900,12636747
20101028,23300,23450,22600,22850,13682522
20101029,22700,23150,22300,23150,11672512
20101101,23200,23300,22600,22700,8679690
20101102,22600,22700,21900,21900,13148677
20101103,21950,22400,21750,21800,7882993
20101104,22200,23150,22200,22950,14373857
20101105,24100,24200,23650,23750,18979574
20101108,24050,24350,23700,23800,9799616
20101109,23700,23800,23250,23450,6554767
20101110,23200,23950,23200,23900,7224958
20101111,23800,24400,23400,23400,11616394
20101112,23600,23700,22700,22800,11758691
20101115,22900,23800,22750,23650,9850014
20101116,23650,24000,23300,23700,8517799
20101117,23600,23650,23100,23350,7311065
20101118,23550,23700,23050,23700,6420573
20101119,23700,24200,23550,23900,8188817
20101122,24300,25300,24200,25300,21524408
20101123,25400,25650,25100,25350,12947289
20101124,24800,25850,24650,25750,18819363
20101125,26000,26000,25100,25200,11277437
20101126,25200,25600,24500,24650,10551194
20101129,24800,25000,24550,24800,7308951
20101130,24050,24150,23400,23500,19537475
20101201,23550,23750,23000,23400,10722538
20101202,23650,24050,23550,23800,9237817
20101203,24000,24150,23250,23450,7911082
20101206,23600,24100,23500,23950,6730217
20101207,23400,23650,23200,23600,9142980
20101208,23650,23900,23250,23300,5620721
20101209,23350,24200,23300,24150,10169510
20101210,24100,24650,23800,24500,9835555
20101213,24300,24500,24000,24350,5446369
20101214,24500,25150,24450,24750,8123939
20101215,24900,24900,24100,24250,6719247
20101216,24250,24750,24100,24200,5123501
20101217,24450,24600,23650,23800,9453699
20101220,23400,23650,23100,23650,7858392
20101221,23850,24200,23650,23750,8090612
20101222,23500,23850,23300,23300,7811301
20101223,23350,23500,23000,23300,5727070
20101224,23400,23800,23050,23150,5647373
20101227,22900,23350,22900,23100,3579168
20101228,23250,24250,23250,23950,11941653
20101229,24200,24400,24050,24250,5395331
20101230,24300,24500,23900,24000,5687987
20110103,25000,25300,24800,25300,15107759
20110104,25400,25600,25050,25600,10931161
20110105,25450,26300,25200,25900,14139328
20110106,26250,26600,25800,26100,14287171
20110107,26100,26450,25700,26100,7024336
20110110,26000,26050,25300,25300,9601918
20110111,25500,25650,25100,25400,6904019
20110112,25600,26550,25550,26350,16029780
20110113,27000,27600,26850,27250,19311300
20110114,27300,27450,26750,27250,8859686
20110117,27350,27450,26900,26900,6204899
20110118,26850,28100,26800,27650,15637718
20110119,28050,28400,27600,27850,8666295
20110120,27650,28200,27600,28200,6930500
20110121,28150,28450,27700,28100,7630162
20110124,28250,28650,28000,28350,8014756
20110125,28700,28800,27300,27400,10865239
20110126,27650,28300,27400,28200,7873016
20110127,28600,28700,27900,28000,6841459
20110128,29250,29500,28900,29500,19314590
20110131,29400,30200,29300,29650,12114107
20110201,29800,30350,29200,29650,9606594
20110207,30300,30700,29500,29700,9679798
20110208,29700,30300,29100,30150,9801975
20110209,30200,30300,29400,29550,6956946
20110210,29450,29900,28800,28800,8468961
20110211,28700,29700,28700,28800,8298076
20110214,29200,29700,28950,29700,5954589
20110215,29750,29800,29200,29750,4609849
20110216,29650,29950,29150,29200,4811721
20110217,29550,29700,28800,29100,5876031
20110218,29350,29500,29000,29400,4481286
20110221,29400,29500,28750,28800,5147091
20110222,28400,28950,28150,28800,5917754
20110223,28600,28700,27400,27600,11843278
20110224,27200,27350,26600,26900,10782089
20110225,27450,28050,27350,28000,7918505
20110228,28000,28400,27900,28350,5304614
20110302,27900,28200,27350,27550,4652449
20110303,27950,28600,27850,28450,4337686
20110304,29000,29550,28800,29200,6744388
20110307,29200,29400,28750,28900,4206440
20110308,28500,28800,27900,28650,8140323
20110309,28650,28950,28300,28400,5641431
20110310,28000,28100,27550,27700,9118115
20110311,27200,28050,27150,27700,5850959
20110314,29100,30150,28300,30100,22881687
20110315,29700,29800,27450,28700,22932891
20110316,29400,29600,28800,29200,10333677
20110317,28400,28950,28200,28950,10815775
20110318,29050,29200,28550,28550,8317816
20110321,28550,28850,28000,28500,11015422
20110322,28750,28950,27800,27850,11574524
20110323,28200,29100,27850,29050,11112405
20110324,29150,29600,29100,29100,9140284
20110325,30100,30150,29600,29900,12041899
20110328,29950,30950,29800,30900,14875481
20110329,30800,31350,30700,31000,8533855
20110330,31100,31950,31000,31550,11906300
20110331,31700,31900,31000,31300,7670699
20110401,31350,31700,30850,31600,6802701
20110404,30850,31800,30550,31800,12046547
20110405,32250,32700,32150,32450,8775396
20110406,32700,33000,32350,32500,8509539
20110407,32800,32900,31850,32000,7097712
20110408,31800,31850,31150,31300,10084204
20110411,31500,32150,31500,31800,6076949
20110412,32000,32600,31600,31700,6421672
20110413,31700,32400,31600,32350,6193410
20110414,32650,33800,32500,33750,12934539
20110415,33700,34200,33600,34150,7233661
20110418,34000,34450,33500,33800,7218572
20110419,33400,33750,32750,32800,8866655
20110420,33600,34500,33250,34300,8432079
20110421,35300,37200,35100,37000,19357750
20110422,36700,37400,36200,36600,10270340
20110425,36450,37000,36200,36450,5529488
20110426,36750,37200,34700,34750,19001814
20110427,35100,35500,33450,33900,18014715
20110428,34600,35050,34050,34350,10388984
20110429,34200,34300,32850,33800,11392768
20110502,33600,34600,33600,34600,5524897
20110503,34450,34700,33700,34450,7224077
20110504,34150,34200,32450,32450,13763373
20110506,31900,32850,31700,32500,7867052
20110509,33000,33550,32750,33300,5968611
20110511,33700,34200,33600,33700,6207767
20110512,33450,34300,33300,33750,6600699
20110513,34600,34850,34400,34500,6713597
20110516,35000,35200,34100,34400,5275126
20110517,34150,34250,33100,33100,8007576
20110518,33100,33350,32500,32800,9103458
20110519,32950,33350,31350,31550,8302142
20110520,31750,32350,31700,32200,5057674
20110523,31950,32450,30850,30850,6564960
20110524,30800,31450,30550,31250,5647670
20110525,31350,31600,29800,30000,7212000
20110526,30500,31250,30350,31100,5070024
20110527,31200,31600,30900,31300,4797661
20110530,31400,31500,29200,29500,15176513
20110531,29200,30100,29050,30100,11913318
20110601,30100,30100,28150,28400,22119286
20110602,27650,28250,27300,27550,18003988
20110603,27850,28100,27150,27650,9838831
20110607,27300,28800,27300,28600,9191909
20110608,28900,29350,28600,28900,12557220
20110609,29200,29250,28350,28700,9415804
20110610,28600,28700,26350,26700,24177110
20110613,26600,27150,25900,26350,8790991
20110614,26250,26800,26200,26650,6514032
20110615,26850,27650,26800,26950,6872322
20110616,26650,26850,26200,26250,4599234
20110617,26400,26450,24100,24650,20477438
20110620,24800,25600,24400,25200,8219371
20110621,25550,26200,24950,25900,8505024
20110622,26600,27150,26100,26100,8915253
20110623,26200,26750,26100,26350,4236692
20110624,26400,27900,26350,27900,9898892
20110627,27350,27400,26550,26700,9559487
20110628,26700,26750,25400,25550,13451515
20110629,25750,26100,24900,25550,12290225
20110630,25250,25550,24900,25050,8432185
20110701,25600,26750,25500,26700,13345738
20110704,27300,27700,26650,26950,13215741
20110705,27400,28150,27200,28000,12594246
20110706,27700,27900,25800,26500,18889817
20110707,27100,27200,26350,26400,8763541
20110708,26900,27350,26550,26600,10495898
20110711,26650,26850,26400,26450,4936683
20110712,25850,26150,25300,25350,8802917
20110713,25250,25250,24050,24300,17203663
20110714,24500,24750,23400,23700,14730395
20110715,23600,24400,23600,24000,9378791
20110718,23650,23850,22900,22950,11775269
20110719,22950,23750,22950,23350,10298790
20110720,24200,24400,23900,24200,10030134
20110721,24500,24700,23500,23650,9223301
20110722,24000,24100,23550,23750,7369926
20110725,23650,24300,23500,23900,6812398
20110726,24150,24550,23750,24500,7505839
20110727,24300,24350,23650,23800,7997090
20110728,23150,23750,23100,23550,5742429
20110729,23900,24700,23850,24250,15569978
20110801,24700,25600,24400,25550,10275261
20110802,25100,25950,24900,25450,11462084
20110803,25000,25050,24200,24300,10595808
20110804,24800,25300,23850,24100,11149944
20110805,22850,23650,22500,23550,12438185
20110808,23200,23650,20700,21850,17609715
20110809,21000,21200,19250,20200,23001206
20110810,21550,21600,20850,21000,15212209
20110811,19900,21900,19900,21850,13323654
20110812,21200,21650,19750,19750,26788209
20110816,20400,20700,20250,20500,8624717
20110817,20250,20650,19600,19600,13712538
20110818,19450,19750,17200,17200,35616692
20110819,16200,16600,15550,15600,23890629
20110822,15800,16300,15500,15750,18277535
20110823,16200,17050,16000,17050,21553936
20110824,17200,17550,15900,16250,21395980
20110825,16900,17700,16700,17300,20187641
20110826,17050,17950,16950,17950,14558460
20110829,18550,19600,18350,19450,17545626
20110830,19900,20250,19000,19000,16532870
20110831,18800,19150,18150,19100,13460683
20110901,19300,20100,19150,19200,16845832
20110902,19200,19650,18900,19100,8025667
20110905,18550,18600,17550,17550,9483784
20110906,16950,17500,16550,17000,11397318
20110907,17600,19550,17500,19500,15678828
20110908,19900,19900,18800,19300,17096701
20110909,19800,21300,19600,19900,29359964
20110914,20550,21150,19850,19850,18966529
20110915,21150,21400,20500,21100,20491884
20110916,21250,22000,20850,21900,20343850
20110919,21500,22150,20850,21000,11980863
20110920,20500,21850,20200,21650,14858543
20110921,21850,22300,21550,21600,9936965
20110922,21000,21750,20950,21550,9640910
20110923,20750,21350,20200,20250,13178942
20110926,20950,21050,19750,19950,14403585
20110927,20900,21250,20650,21250,9665974
20110928,21450,21500,20550,20550,8811547
20110929,20450,21850,20350,21850,9542657
20110930,21500,21900,21050,21350,9401314
20111004,20000,20700,19850,20700,10959265
20111005,21050,21400,20000,20000,11287269
20111006,20850,22000,20750,21200,14245183
20111007,22050,22100,21350,21500,9115213
20111010,21550,22100,21550,21950,7029961
20111011,22650,22700,22200,22250,8212865
20111012,22150,22550,22050,22550,5880365
20111013,22700,22850,21750,21850,9543524
20111014,21800,22100,21650,21950,4605910
20111017,22350,22400,21900,21950,5211940
20111018,21500,21850,21300,21800,4354331
20111019,22000,22100,21200,21750,7150548
20111020,21550,22550,21050,21050,10252965
20111021,21600,23200,21250,23200,17938542
20111024,23250,24150,22850,23900,12451097
20111025,24050,24200,23600,23650,5652614
20111026,23400,24150,23300,24150,5774628
20111027,23800,24300,23400,23800,9196704
20111028,24200,24450,22850,22900,11200673
20111031,22950,23550,22800,22850,5395050
20111101,22500,24150,22500,23900,10593299
20111102,23400,24200,23200,24000,8021546
20111103,24100,24100,23250,23300,5682575
20111104,24000,24850,23900,24850,9642217
20111107,24900,24950,23900,24100,8088193
20111108,24050,24100,23000,23000,12005275
20111109,22400,23050,21800,22050,22772116
20111110,21200,22550,20650,21500,23467154
20111111,22350,22600,21550,21550,14421635
20111114,22100,22900,22000,22300,10805252
20111115,22200,22700,22000,22050,7045165
20111116,22250,22950,22100,22350,9867606
20111117,23400,23600,22700,23200,13550780
20111118,22800,23400,22700,23300,7377636
20111121,23050,23150,22600,22900,5390048
20111122,22650,23350,22600,23250,5995517
20111123,23150,23200,21800,21850,10010655
20111124,21700,22400,21200,22150,6265997
20111125,22000,22300,21550,21750,4433721
20111128,22400,23300,22200,23300,9848049
20111129,23300,23550,22950,23400,10290437
20111130,23200,23400,22900,22950,5239801
20111201,23950,24050,23350,23450,9146677
20111202,23300,23600,22850,23100,6314973
20111205,23200,23350,22750,23250,4785846
20111206,23100,23150,22700,22750,3593535
20111207,22850,22950,22200,22400,8899221
20111208,22400,22400,21800,22050,6537903
20111209,21700,21700,21300,21400,6988929
20111212,21800,22400,21650,22250,6319715
20111213,22000,23000,21650,22650,9293904
20111214,22800,23100,22550,22850,6515855
20111215,22600,23150,22400,22750,6873946
20111216,23000,23000,21900,22150,6809614
20111219,21800,21950,19750,20850,9392801
20111220,21000,21250,20450,20750,5391267
20111221,21400,21500,21200,21350,5626938
20111222,21100,21350,20800,21150,5151591
20111223,21850,22100,21650,21700,6167013
20111226,21900,21900,21450,21600,2297003
20111227,21650,21850,21100,21100,3986592
20111228,21000,21300,20950,21150,2688208
20111229,21000,22000,20950,21950,5006606
20120102,22700,23500,22600,23450,12170153
20120103,23700,23850,23350,23650,7239708
20120104,23850,24350,23650,23850,9643808
20120105,23900,24550,23700,24000,5948158
20120106,24450,24550,24050,24400,7633067
20120109,24550,24600,23800,23850,5191657
20120110,24050,24350,23850,24350,4596542
20120111,24400,24700,24100,24250,4747105
20120112,24200,24350,23850,24150,3566256
20120113,24350,25150,24300,25150,7993006
20120116,25050,25600,24900,25400,6341825
20120117,25650,25800,25200,25550,5982819
20120118,25500,25800,25050,25250,4764455
20120119,25800,26500,25600,26300,8987450
20120120,26600,27150,26200,26950,8726770
20120125,27000,28000,26900,27450,8693588
20120126,27450,27450,26650,27050,9028099
20120127,26850,27000,25900,26000,12062057
20120130,25900,26750,25850,26250,7982762
20120131,26350,27100,26200,26850,6048223
20120201,26850,27200,26600,27200,5595741
20120202,27750,27750,26100,27300,15281596
20120203,26700,27200,26200,26300,11299302
20120206,26550,26550,25900,26100,7061764
20120207,26000,26250,25200,25400,9405339
20120208,25700,26600,25250,26500,8751100
20120209,26450,27150,26300,27050,7705120
20120210,27000,27300,26750,27000,5751848
20120213,27300,27400,26700,26850,4941208
20120214,26850,27550,26650,27550,6615913
20120215,29150,29450,28600,29000,20697390
20120216,28800,29400,28600,28700,9961359
20120217,29250,29550,28700,28850,8465777
20120220,29050,29100,28200,28300,5753690
20120221,28200,29000,28100,28300,5840835
20120222,28300,29000,28150,29000,4712997
20120223,28850,29200,28700,28850,5192308
20120224,28400,28950,27750,28850,7997699
20120227,28800,28850,27800,27950,5153509
20120228,29800,30150,29500,29850,20808560
20120229,30350,30750,30100,30200,9345314
20120302,30350,30450,29700,30450,7961280
20120305,30600,30600,29900,30050,3839128
20120306,29900,30000,29250,29400,5967675
20120307,28800,29200,28700,29100,5359769
20120308,29400,29950,29200,29750,4741781
20120309,30000,30150,29700,29800,3565512
20120312,30000,30050,29400,29600,2568440
20120313,29750,29900,29200,29300,5055287
20120314,29900,30200,29600,29600,4906654
20120315,29500,29600,28950,29250,4849707
20120316,29350,29450,28750,28800,3696225
20120319,28700,29300,28700,29300,4885898
20120320,29350,29600,29050,29150,3873987
20120321,28950,29300,28850,28900,2626551
20120322,29050,29600,29050,29350,4117144
20120323,29100,30250,29050,30150,6294185
20120326,30250,30650,30050,30300,6658186
20120327,30450,30700,30050,30450,5718097
20120328,30200,30950,30150,30550,4918214
20120329,30350,30900,30350,30500,5114998
20120330,30400,30450,29100,29250,9809386
20120402,29150,29550,29100,29350,4727837
20120403,29550,30400,29350,30300,6693182
20120404,30250,30350,29350,29400,4413819
20120405,28750,30050,28300,29850,8899496
20120406,29700,29900,29250,29250,3184217
20120409,28800,29350,27900,28050,5568643
20120410,28050,28350,27350,27750,5098219
20120412,27800,27850,26850,27200,5583246
20120413,27750,29050,27650,29000,6983362
20120416,28700,29450,28550,29250,4160701
20120417,29200,29250,28250,28300,4670489
20120418,28850,28950,28050,28050,5482631
20120419,27900,29000,27500,28800,6179883
20120420,28200,28350,27600,27650,5649678
20120423,27650,28450,27600,27800,4549672
20120424,27500,27850,27050,27250,4750282
20120425,27600,27700,27000,27050,4836561
20120426,27500,27700,27000,27200,4858423
20120427,27400,28250,27350,28050,4531018
20120430,28050,28450,27800,28050,3759698
20120502,28300,28350,27100,27350,7203804
20120503,27300,27850,27150,27250,4021667
20120504,27050,28900,26800,28150,10901418
20120507,27750,27950,27150,27250,5466152
20120508,27450,27500,26500,26650,6327999
20120509,26450,26850,26050,26200,6859416
20120510,26100,26850,26100,26600,4786754
20120511,26450,26550,25300,25400,6791152
20120514,25500,26200,25450,26100,4883326
20120515,25800,25950,24750,25300,7122988
20120516,24900,24950,22900,23050,16239262
20120517,23300,24650,23050,24500,12063990
20120518,23850,24450,23450,23600,6982606
20120521,24200,24300,23200,23400,6240734
20120522,24050,24100,23400,23550,8273153
20120523,23400,23400,22300,22400,9271264
20120524,22450,22950,22000,22400,6445583
20120525,22650,22800,21800,22000,7771291
20120529,22250,23500,22200,23450,8661422
20120530,23550,23750,23150,23450,5137111
20120531,23000,23200,22600,23100,4914910
20120601,23050,23250,22750,22750,3513845
20120604,21700,22150,21350,21550,9463895
20120605,21800,21900,21500,21650,5342939
20120607,22500,22900,22450,22550,7121619
20120608,22450,22500,21700,21750,5465246
20120611,22400,23150,22350,23050,6838614
20120612,22550,23850,22350,23550,7930382
20120613,23850,23950,23200,23650,4669175
20120614,23350,23950,23350,23900,5033207
20120615,23550,23650,23150,23400,16156049
20120618,24100,24200,23550,23600,5037166
20120619,23650,24000,23450,23850,3788167
20120620,24350,25100,24200,24800,9176434
20120621,24800,24950,24300,24550,3751425
20120622,24050,24350,23950,24100,4506535
20120625,24100,24350,22700,23050,9744824
20120626,22950,23400,22900,23100,4631121
20120627,23200,23250,22600,22800,4778045
20120628,22800,23400,22800,23300,3483226
20120629,23050,23900,22850,23850,4697087
20120702,24300,24350,23700,23700,3887302
20120703,23800,24300,23800,24300,3047839
20120704,24400,24650,24000,24050,3199905
20120705,23950,24200,23750,23800,2657599
20120706,24000,24450,23850,24000,4009123
20120709,23700,23950,23550,23700,3156411
20120710,23850,23900,23500,23700,2647193
20120711,23450,23700,22900,22950,5151231
20120712,23000,23150,22250,22250,5450204
20120713,22250,22450,21450,22400,6627802
20120716,22450,22600,21750,21800,6340054
20120717,21550,21700,21250,21300,9112719
20120718,21250,21500,20150,20250,12954262
20120719,20700,20800,20300,20400,7401854
20120720,20800,21550,20750,21250,7870436
20120723,20800,20850,20200,20350,6964724
20120724,20550,21150,20550,20800,7328882
20120725,20350,20850,20100,20400,6280081
20120726,20700,20800,20250,20400,5976319
20120727,20850,21250,20700,21150,7453097
20120730,21500,21800,21250,21300,4916872
20120731,21350,21900,21200,21700,7215276
20120801,21900,22100,21450,21500,5633215
20120802,21650,21800,21300,21550,4816006
20120803,21150,21250,20850,20950,5525416
20120806,21500,22000,21400,21750,6733285
20120807,21800,22200,21650,22000,4757101
20120808,22300,23000,22250,22750,10972713
20120809,22800,22950,22450,22900,8196833
20120810,22900,23050,22750,23000,3993418
20120813,23150,23250,22600,22700,3415389
20120814,22700,23000,22600,22900,3662137
20120816,22800,22950,22100,22200,7787699
20120817,22450,22650,22300,22500,4112850
20120820,22300,22750,22250,22550,3278867
20120821,22650,23350,22650,23100,9152697
20120822,23150,23300,22650,22850,4582101
20120823,22850,22900,22300,22400,6340317
20120824,22000,22450,21750,21800,6175133
20120827,21650,22200,21550,21700,5324077
20120828,21700,21850,21100,21300,7433538
20120829,21350,21600,21250,21450,4295175
20120830,21400,21450,21050,21200,3263544
20120831,20950,21400,20950,21200,2702479
20120903,21200,21450,20900,21400,3518196
20120904,21350,21800,21250,21500,3775480
20120905,21500,21650,21200,21200,3826683
20120906,21400,21400,20550,20900,9041756
20120907,22000,22550,21750,22500,15221162
20120910,22350,22500,22150,22250,4757626
20120911,22150,22150,21800,21950,3664743
20120912,22200,22400,22000,22200,3267122
20120913,22100,22150,21800,21850,4237233
20120914,22550,23000,22350,22950,10517447
20120917,23150,23200,22850,22950,4248504
20120918,22950,23300,22800,22850,3843199
20120919,22950,23650,22900,23500,7673229
20120920,23700,24650,23600,23900,12250096
20120921,24200,24250,23650,23850,4797968
20120924,23950,24000,23350,23500,3509912
20120925,23250,23350,22750,22900,5377949
20120926,22600,22950,22450,22750,3227444
20120927,22550,22950,22450,22900,3525787
20120928,22950,23250,22600,22750,3873405
20121002,22950,23000,22350,22500,2858070
20121004,22850,23500,22750,23150,6192433
20121005,23400,23600,23150,23250,3119376
20121008,23350,23850,23300,23700,5661298
20121009,23800,23900,23550,23550,3477414
20121010,23250,23300,23000,23000,3010313
20121011,22800,23100,22600,22900,2957524
20121012,22900,23000,22250,22550,4262738
20121015,22550,22700,22100,22250,3034811
20121016,22700,23050,22700,22850,3901823
20121017,23400,23600,23200,23500,4594202
20121018,23500,23650,23200,23550,2682573
20121019,23550,23750,23250,23300,2646218
20121022,22700,23450,22650,23400,2573262
20121023,23400,23700,23050,23050,2851721
20121024,23500,24150,23350,24000,8709303
20121025,24150,24800,24050,24300,7780836
20121026,24300,24650,24000,24100,3832976
20121029,24550,24950,23900,24100,6197870
20121030,24500,24750,24200,24300,3782716
20121031,24800,25000,24650,24850,5789405
